CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,France,Germany,Spain,Female,Male,Exited
637,40,6,0.0,2,1,1,181610.6,0,0,1,1,0,0
806,32,3,63763.49,1,1,0,156593.09,1,0,0,1,0,0
552,36,8,0.0,2,0,0,132547.02,1,0,0,0,1,0
755,30,6,154221.37,2,0,1,62688.55,0,1,0,1,0,0
646,30,5,98014.74,1,1,1,12757.14,1,0,0,0,1,0
592,38,8,0.0,2,1,0,180426.2,0,0,1,0,1,0
574,26,8,97460.1,1,1,1,43093.67,1,0,0,0,1,0
449,52,6,0.0,2,0,1,123622.0,1,0,0,0,1,0
685,57,7,101868.51,1,0,1,113483.96,0,1,0,0,1,0
631,35,9,112392.45,2,1,0,24472.23,1,0,0,0,1,0
595,25,7,106570.34,2,0,1,177025.79,0,1,0,1,0,0
461,28,8,0.0,1,1,1,103349.74,1,0,0,1,0,0
796,39,5,86350.87,2,0,0,105080.53,0,1,0,0,1,0
741,32,8,0.0,2,1,0,143598.7,1,0,0,0,1,0
576,36,6,0.0,2,1,1,48314.0,1,0,0,0,1,0
528,37,6,103772.45,1,1,0,197111.99,1,0,0,0,1,0
598,41,8,0.0,2,1,1,161954.43,0,0,1,0,1,0
569,41,4,139840.36,1,1,1,163524.7,0,0,1,1,0,0
600,28,6,0.0,2,0,1,52193.23,1,0,0,1,0,0
654,37,5,112146.12,1,1,0,75927.35,0,1,0,0,1,0
530,33,4,129307.32,1,1,1,172930.28,1,0,0,1,0,0
520,43,7,0.0,2,1,1,36202.74,0,0,1,0,1,0
639,54,2,0.0,2,1,1,53843.71,0,0,1,1,0,0
730,52,7,0.0,2,0,1,122398.84,0,0,1,1,0,0
780,34,1,0.0,1,1,1,64804.04,1,0,0,0,1,0
628,34,4,158741.43,2,1,1,126192.54,1,0,0,0,1,0
850,29,10,0.0,2,1,1,94815.04,0,0,1,1,0,0
760,42,0,77992.97,2,1,1,97906.38,0,1,0,0,1,0
559,40,5,139129.44,1,0,1,32635.54,0,0,1,1,0,0
773,42,8,152324.66,2,1,0,171733.22,0,1,0,1,0,0
524,37,9,127480.58,2,1,0,179634.69,0,1,0,1,0,0
668,35,6,102482.76,1,1,1,53994.64,1,0,0,1,0,0
678,23,10,115563.71,1,1,1,91633.53,0,1,0,0,1,0
545,23,2,0.0,2,1,0,189613.12,1,0,0,0,1,0
687,21,8,0.0,2,1,1,154767.34,0,0,1,1,0,0
721,35,6,118273.83,1,0,1,3086.89,1,0,0,1,0,0
690,38,1,94456.0,2,0,1,55034.02,1,0,0,0,1,0
735,33,4,0.0,2,1,0,149474.69,1,0,0,1,0,0
592,37,7,0.0,2,1,1,126726.33,1,0,0,1,0,0
675,36,7,89409.95,1,1,1,149399.7,0,1,0,0,1,0
632,39,5,97854.37,2,1,0,93536.38,0,0,1,1,0,0
706,28,6,124923.35,2,1,1,50299.14,0,1,0,1,0,0
771,32,5,62321.62,1,1,1,40920.59,1,0,0,0,1,0
670,42,1,115961.58,2,0,1,29483.87,1,0,0,1,0,0
834,49,8,160602.25,2,1,0,129273.94,1,0,0,1,0,0
718,31,1,152663.77,1,0,1,17128.64,1,0,0,1,0,0
711,64,4,0.0,2,1,1,3185.67,1,0,0,0,1,0
739,29,3,59385.98,2,1,1,105533.96,0,1,0,0,1,0
641,77,9,0.0,3,1,1,81514.06,1,0,0,0,1,0
557,40,4,0.0,2,0,1,105433.53,0,0,1,1,0,0
525,25,10,0.0,2,1,0,69361.95,0,0,1,1,0,0
662,30,9,0.0,2,0,1,157884.83,0,0,1,1,0,0
617,30,3,132005.77,1,1,0,142940.39,1,0,0,0,1,0
562,35,7,0.0,1,0,0,48869.67,1,0,0,0,1,0
705,23,5,0.0,2,1,1,73131.73,0,0,1,1,0,0
583,47,5,102562.23,1,1,0,92708.1,0,0,1,0,1,0
626,62,3,0.0,1,1,1,65010.74,0,0,1,0,1,0
631,34,4,124379.14,1,1,0,106892.91,1,0,0,1,0,0
506,41,3,57745.76,1,1,0,4035.46,0,1,0,1,0,0
698,40,8,150777.1,1,1,0,114732.62,0,1,0,1,0,0
616,59,5,153861.1,1,1,1,17699.48,1,0,0,0,1,0
669,47,9,61196.54,1,1,0,58170.24,1,0,0,1,0,0
680,31,9,119825.75,2,1,1,101139.3,0,0,1,1,0,0
652,26,1,131908.35,1,1,1,179269.79,0,1,0,1,0,0
784,33,10,0.0,2,1,0,162022.47,0,0,1,0,1,0
705,39,6,133261.13,1,1,1,78065.9,0,0,1,0,1,0
682,36,5,0.0,2,1,1,147758.51,0,0,1,0,1,0
675,36,3,54098.18,2,0,1,54478.52,0,0,1,0,1,0
814,44,8,95488.82,2,0,0,107013.59,0,1,0,0,1,0
485,51,7,144244.59,2,1,0,51113.14,0,1,0,0,1,0
790,42,1,85839.62,1,1,0,198182.73,0,1,0,0,1,0
654,29,4,96974.97,1,0,1,141404.07,1,0,0,1,0,0
719,38,0,0.0,1,1,0,126876.47,0,0,1,0,1,0
699,49,2,0.0,1,0,0,105760.01,1,0,0,1,0,0
828,28,8,134766.85,1,1,0,79355.87,0,0,1,0,1,0
634,44,9,149961.11,1,1,0,57121.51,1,0,0,0,1,0
685,43,9,108589.47,2,0,1,194808.51,0,1,0,0,1,0
627,29,5,139541.58,2,1,0,80607.33,0,1,0,0,1,0
776,38,5,112281.7,1,0,1,89893.6,0,1,0,0,1,0
676,36,4,0.0,2,1,1,3173.31,0,0,1,1,0,0
614,32,7,99462.8,2,1,1,51117.06,0,1,0,0,1,0
769,39,9,0.0,1,1,1,47722.79,0,0,1,0,1,0
715,23,7,139224.92,2,1,0,65057.71,1,0,0,0,1,0
476,40,6,0.0,1,1,1,22735.45,1,0,0,0,1,0
541,29,7,127504.57,1,0,0,86173.92,1,0,0,0,1,0
618,37,2,168178.21,2,0,1,101273.23,1,0,0,0,1,0
584,35,9,0.0,2,1,0,192381.21,1,0,0,0,1,0
758,34,1,154139.45,1,1,1,60728.89,1,0,0,1,0,0
636,34,3,0.0,2,1,1,44756.25,1,0,0,1,0,0
814,48,7,0.0,2,1,1,132870.15,1,0,0,1,0,0
760,28,1,141038.57,2,0,0,16287.38,0,0,1,0,1,0
439,28,7,110976.23,2,1,0,138526.96,1,0,0,0,1,0
802,33,8,0.0,2,1,0,143706.18,1,0,0,0,1,0
793,36,0,0.0,1,0,0,148993.47,0,0,1,1,0,0
439,43,8,0.0,1,0,1,104889.3,1,0,0,1,0,0
702,35,8,14262.8,2,1,0,54689.16,0,0,1,1,0,0
629,36,1,161757.87,2,1,1,146371.72,0,0,1,0,1,0
850,39,10,0.0,2,1,1,143030.09,0,0,1,1,0,0
683,24,8,98567.1,1,1,0,187987.01,0,0,1,1,0,0
577,26,1,180530.51,1,0,0,123454.62,1,0,0,1,0,0
691,38,7,0.0,2,0,0,81617.4,1,0,0,0,1,0
579,31,2,90547.48,2,1,1,18800.13,0,1,0,0,1,0
633,32,5,163340.12,2,1,1,74415.2,0,0,1,0,1,0
569,25,9,173459.45,2,1,1,44381.06,0,1,0,0,1,0
620,22,0,0.0,1,1,0,32589.45,1,0,0,0,1,0
696,38,6,142316.14,1,1,1,8018.49,0,1,0,0,1,0
501,34,3,107747.57,1,1,0,9249.36,1,0,0,1,0,0
745,35,8,0.0,2,1,1,116581.1,0,0,1,1,0,0
667,48,2,0.0,2,1,1,148608.39,1,0,0,1,0,0
698,38,10,95010.92,1,1,1,105227.86,0,0,1,0,1,0
565,38,2,158651.29,2,1,1,179445.28,0,1,0,1,0,0
760,32,7,0.0,2,1,1,105969.05,1,0,0,1,0,0
559,70,9,0.0,1,1,1,122996.76,1,0,0,1,0,0
715,33,3,85227.84,1,1,1,68087.15,1,0,0,1,0,0
652,33,7,128135.99,1,1,0,158437.73,0,1,0,0,1,0
624,33,6,0.0,2,0,0,76551.7,0,0,1,0,1,0
850,50,10,0.0,2,1,1,33741.84,0,0,1,1,0,0
648,35,7,0.0,2,1,1,78436.36,0,0,1,0,1,0
579,31,9,0.0,1,0,1,139048.0,1,0,0,0,1,0
530,36,2,0.0,2,1,1,14721.8,0,0,1,1,0,0
790,24,7,107418.27,1,0,1,160450.21,0,1,0,0,1,0
656,35,6,0.0,2,1,0,1485.27,1,0,0,0,1,0
563,32,6,0.0,2,1,1,19720.08,0,0,1,0,1,0
429,60,7,0.0,2,1,1,163691.48,1,0,0,0,1,0
731,33,4,0.0,2,1,1,74945.11,1,0,0,0,1,0
584,37,1,0.0,2,1,1,180363.56,1,0,0,1,0,0
850,38,3,0.0,2,0,1,179360.76,0,0,1,1,0,0
673,37,0,0.0,2,0,0,82351.06,0,0,1,1,0,0
570,33,8,0.0,1,1,1,124641.42,1,0,0,1,0,0
796,67,5,0.0,2,0,1,54871.02,0,0,1,0,1,0
773,33,10,0.0,1,1,1,98820.09,0,0,1,1,0,0
625,69,1,107569.96,1,1,1,182336.45,0,0,1,1,0,0
535,20,9,134874.4,1,1,1,118825.56,0,1,0,0,1,0
605,48,6,0.0,2,1,1,40062.99,0,0,1,1,0,0
617,42,0,70105.87,1,1,1,120830.73,0,0,1,0,1,0
595,41,9,0.0,2,1,0,5967.09,1,0,0,0,1,0
746,31,2,113836.27,1,1,1,174815.54,0,0,1,0,1,0
503,25,7,0.0,1,0,1,192841.13,0,0,1,0,1,0
591,31,7,0.0,2,0,1,48778.46,1,0,0,1,0,0
667,44,8,122277.87,1,1,1,91810.71,1,0,0,0,1,0
701,30,3,156660.72,2,1,0,45742.42,1,0,0,0,1,0
684,45,6,148071.39,1,1,0,183575.01,1,0,0,0,1,0
648,34,3,95039.73,2,1,1,147055.87,0,1,0,0,1,0
688,52,1,0.0,2,1,1,172033.57,1,0,0,0,1,0
707,33,8,136678.52,1,1,0,54290.62,1,0,0,0,1,0
705,24,5,177799.83,2,0,0,79886.06,0,0,1,1,0,0
717,36,5,0.0,2,1,1,145551.6,1,0,0,1,0,0
582,26,4,65848.36,2,1,0,30149.21,0,0,1,0,1,0
693,41,4,0.0,2,0,0,156381.47,1,0,0,0,1,0
622,35,5,0.0,2,1,0,51112.8,1,0,0,1,0,0
494,37,5,107106.33,2,1,0,172063.09,0,1,0,0,1,0
554,30,9,0.0,2,1,1,40320.3,1,0,0,1,0,0
748,40,4,0.0,2,1,0,132368.47,0,0,1,1,0,0
695,28,0,96020.86,1,1,1,57992.49,0,0,1,0,1,0
841,41,1,0.0,2,0,1,193093.77,0,0,1,0,1,0
613,29,6,185709.28,2,1,1,77242.19,1,0,0,1,0,0
584,44,5,95671.75,2,1,1,106564.88,1,0,0,1,0,0
661,27,3,0.0,2,1,1,76889.79,1,0,0,1,0,0
601,74,2,0.0,2,0,1,51554.58,1,0,0,0,1,0
687,39,7,0.0,2,1,0,26848.25,1,0,0,0,1,0
639,43,6,99610.92,2,1,0,187296.78,1,0,0,0,1,0
779,40,2,75470.23,1,1,1,52894.01,0,1,0,1,0,0
728,37,4,0.0,1,0,0,4539.38,0,0,1,1,0,0
634,45,9,0.0,2,0,0,17622.82,1,0,0,0,1,0
451,23,9,0.0,2,0,1,48021.71,0,0,1,1,0,0
520,33,4,156297.58,2,1,1,166102.61,1,0,0,0,1,0
665,41,8,0.0,2,1,0,132152.32,0,0,1,0,1,0
583,44,8,0.0,2,1,1,27431.62,1,0,0,1,0,0
579,64,6,145215.43,1,1,1,164083.72,0,1,0,1,0,0
667,27,3,106116.5,2,1,0,3674.71,0,1,0,1,0,0
747,41,5,0.0,2,1,1,22750.17,1,0,0,0,1,0
743,32,9,0.0,2,1,0,175252.78,1,0,0,0,1,0
445,38,6,119413.62,2,1,0,175756.36,0,1,0,1,0,0
686,36,5,0.0,2,1,1,152979.14,0,0,1,1,0,0
626,48,2,0.0,2,1,1,95794.98,0,0,1,1,0,0
562,45,6,136855.24,1,1,0,46864.0,1,0,0,0,1,0
456,32,9,133060.63,1,1,1,125167.92,0,1,0,0,1,0
595,41,9,150463.11,2,0,1,81548.38,0,1,0,1,0,0
679,33,1,0.0,2,0,0,69608.48,1,0,0,1,0,0
667,39,9,0.0,2,1,0,68873.8,0,0,1,0,1,0
759,40,4,0.0,2,1,0,124615.59,1,0,0,0,1,0
678,49,8,0.0,2,0,1,98090.69,0,0,1,1,0,0
755,33,6,90560.3,2,1,1,42607.69,0,1,0,1,0,0
768,42,5,0.0,3,0,0,60686.4,1,0,0,0,1,0
646,42,3,99836.47,1,0,1,22909.56,0,0,1,1,0,0
593,74,5,161434.36,2,1,1,65532.17,0,1,0,0,1,0
596,41,5,0.0,2,0,1,141053.85,0,0,1,0,1,0
642,25,7,0.0,2,1,0,102083.78,1,0,0,0,1,0
738,35,6,101744.84,1,0,0,85185.44,0,1,0,0,1,0
732,33,8,0.0,1,1,0,119882.7,0,0,1,0,1,0
671,30,2,0.0,1,0,1,102057.86,1,0,0,0,1,0
544,45,6,0.0,2,0,1,151401.33,1,0,0,1,0,0
634,34,1,0.0,2,1,0,61995.57,0,0,1,0,1,0
633,33,4,137847.41,2,1,0,98349.13,0,0,1,0,1,0
850,49,5,122486.47,1,0,1,59748.19,1,0,0,0,1,0
605,35,6,0.0,2,1,1,45206.57,1,0,0,0,1,0
773,43,8,81844.91,2,1,1,35908.46,0,1,0,0,1,0
699,35,2,167455.66,2,1,1,55324.49,0,0,1,0,1,0
667,24,4,0.0,2,0,1,34335.55,1,0,0,1,0,0
745,40,3,88466.82,1,0,0,116331.42,0,0,1,0,1,0
665,38,9,0.0,1,0,1,87412.74,0,0,1,0,1,0
713,38,9,72286.84,2,1,1,26136.89,1,0,0,0,1,0
652,40,1,0.0,2,1,0,126554.96,1,0,0,1,0,0
699,34,8,0.0,1,1,1,76510.46,0,0,1,0,1,0
480,35,2,165692.91,1,1,1,197984.58,1,0,0,0,1,0
509,31,3,0.0,2,1,0,15360.91,1,0,0,0,1,0
509,38,2,0.0,1,0,0,168460.12,0,0,1,0,1,0
609,34,1,0.0,1,1,1,181177.9,1,0,0,0,1,0
717,40,0,98241.04,1,1,0,110887.14,1,0,0,0,1,0
686,47,5,113328.93,1,1,0,124170.9,1,0,0,1,0,0
666,35,2,104832.49,1,1,0,175015.12,0,0,1,0,1,0
733,31,9,102289.85,1,1,1,115441.66,0,0,1,1,0,0
631,55,9,99685.06,1,1,0,114474.98,0,0,1,0,1,0
790,46,2,131365.37,2,1,1,180290.68,0,0,1,0,1,0
633,58,6,98308.51,1,1,1,132034.13,0,0,1,0,1,0
696,30,8,0.0,2,1,1,196134.44,1,0,0,1,0,0
649,36,8,0.0,2,1,0,161668.15,0,0,1,0,1,0
677,25,8,130866.19,1,1,0,42410.21,0,0,1,1,0,0
684,41,7,0.0,1,1,1,138394.37,0,0,1,1,0,0
466,36,5,119540.15,1,0,1,80603.99,1,0,0,1,0,0
576,55,9,0.0,2,1,1,94450.97,1,0,0,0,1,0
757,49,2,0.0,2,0,0,164482.92,1,0,0,1,0,0
473,33,5,125827.43,1,0,1,145698.73,1,0,0,1,0,0
702,45,9,74989.58,1,1,1,171014.69,1,0,0,0,1,0
556,26,4,0.0,1,1,0,195167.38,1,0,0,0,1,0
598,27,8,90721.52,2,1,0,109296.18,0,0,1,0,1,0
677,27,2,0.0,2,1,1,20092.89,1,0,0,0,1,0
714,45,0,124693.48,1,0,1,187194.15,0,0,1,0,1,0
697,34,2,126558.92,1,1,0,73334.43,1,0,0,1,0,0
488,33,4,140002.35,1,1,0,123613.81,0,1,0,1,0,0
561,28,3,0.0,2,1,0,191387.76,0,0,1,1,0,0
662,37,6,0.0,2,1,0,51229.17,1,0,0,1,0,0
567,41,1,0.0,2,1,0,3414.72,0,0,1,1,0,0
681,29,2,148143.84,1,1,1,52021.39,1,0,0,1,0,0
648,35,7,0.0,2,0,0,122899.01,0,0,1,0,1,0
850,35,3,162442.35,1,1,0,183566.78,1,0,0,0,1,0
439,29,6,156569.43,1,1,0,180598.66,1,0,0,1,0,0
701,35,9,0.0,2,0,0,170996.86,0,0,1,1,0,0
706,38,5,163034.82,2,1,1,135662.17,0,1,0,0,1,0
625,37,4,142711.81,1,1,0,35625.41,0,1,0,1,0,0
686,43,5,154846.24,2,1,1,151903.6,0,1,0,1,0,0
672,34,9,0.0,2,1,0,161800.77,1,0,0,0,1,0
639,29,4,133434.57,2,1,0,97983.44,0,0,1,0,1,0
549,50,9,94748.76,2,0,1,13608.18,1,0,0,0,1,0
841,34,4,0.0,2,1,0,141582.66,1,0,0,0,1,0
676,30,1,128207.23,1,1,1,55400.17,1,0,0,0,1,0
623,27,4,120509.81,1,0,0,142170.44,1,0,0,0,1,0
541,51,7,90373.28,2,1,0,179861.79,0,1,0,0,1,0
531,31,3,96288.26,1,1,0,56794.73,1,0,0,0,1,0
702,32,8,71667.74,1,1,1,126082.18,0,0,1,0,1,0
654,37,2,145610.07,2,0,0,186300.59,0,1,0,0,1,0
754,38,2,0.0,2,1,0,180698.32,1,0,0,0,1,0
815,25,8,135161.67,1,1,1,136071.05,0,1,0,1,0,0
706,32,6,94486.47,1,1,1,146949.74,1,0,0,0,1,0
732,33,8,111379.55,1,1,1,45098.62,0,0,1,1,0,0
580,57,0,136820.99,1,0,1,108528.74,0,0,1,1,0,0
746,29,4,105599.67,1,1,1,43106.17,1,0,0,1,0,0
524,40,2,180516.9,1,1,0,180002.42,1,0,0,0,1,0
581,41,8,0.0,2,0,0,29737.14,1,0,0,0,1,0
735,29,10,0.0,2,1,1,95025.27,0,0,1,0,1,0
560,57,0,0.0,2,0,1,116781.71,1,0,0,0,1,0
663,29,4,102714.65,2,0,0,21170.81,0,1,0,1,0,0
665,34,5,67816.72,1,1,1,29641.58,1,0,0,1,0,0
764,28,10,124023.18,1,1,0,166188.28,0,1,0,0,1,0
734,29,0,139994.66,1,1,0,17744.72,1,0,0,1,0,0
607,25,4,121166.89,1,0,1,115288.24,0,0,1,1,0,0
537,38,1,0.0,2,0,1,41233.97,0,0,1,1,0,0
513,88,10,0.0,2,1,1,52952.24,0,0,1,0,1,0
583,40,4,107041.3,1,1,1,5635.63,0,1,0,0,1,0
763,32,10,95153.77,1,0,1,81310.1,0,0,1,1,0,0
475,57,1,0.0,2,1,0,89248.99,1,0,0,1,0,0
750,37,3,0.0,2,1,0,16870.2,1,0,0,0,1,0
683,36,7,0.0,2,1,0,104786.59,0,0,1,1,0,0
710,32,3,0.0,1,1,0,94790.34,1,0,0,1,0,0
666,46,5,123873.19,1,1,1,177844.06,1,0,0,0,1,0
567,45,4,0.0,2,0,1,121053.19,1,0,0,1,0,0
718,37,8,0.0,2,1,1,142.81,1,0,0,0,1,0
476,32,6,111871.93,1,0,0,112132.86,1,0,0,1,0,0
653,33,1,0.0,2,0,0,53379.52,1,0,0,0,1,0
677,46,2,57037.74,1,1,1,158531.01,1,0,0,0,1,0
625,52,2,79468.96,1,1,1,84606.03,1,0,0,1,0,0
814,36,6,0.0,2,1,1,98657.01,1,0,0,1,0,0
612,62,0,167026.61,2,1,1,192892.05,0,0,1,1,0,0
638,25,4,148045.45,2,1,1,114722.42,0,1,0,0,1,0
801,42,6,0.0,2,1,1,95804.33,1,0,0,0,1,0
604,26,8,149542.52,2,0,1,197911.52,1,0,0,0,1,0
716,29,10,87946.39,1,1,1,182531.74,1,0,0,1,0,0
607,47,4,148826.32,1,1,1,79450.61,0,1,0,0,1,0
827,60,2,0.0,2,0,1,60615.83,1,0,0,1,0,0
606,61,5,108166.09,2,0,1,8643.21,1,0,0,0,1,0
668,34,5,80242.37,2,0,0,56780.97,0,1,0,0,1,0
599,46,7,81742.84,2,1,0,83282.21,0,0,1,1,0,0
755,38,9,148912.44,1,1,0,80416.16,1,0,0,0,1,0
727,30,8,119027.28,2,1,1,137903.54,0,1,0,1,0,0
843,27,5,0.0,2,1,1,67494.23,1,0,0,1,0,0
660,29,6,180520.29,1,1,1,123850.58,0,1,0,1,0,0
513,31,5,174853.46,1,1,0,84238.63,0,0,1,1,0,0
645,36,4,59893.85,2,1,0,43999.64,0,0,1,0,1,0
616,29,8,149318.55,1,1,0,140746.13,0,1,0,0,1,0
563,33,8,0.0,2,0,1,68815.05,1,0,0,0,1,0
741,32,5,0.0,1,1,1,64839.23,1,0,0,0,1,0
848,22,7,120811.89,1,1,1,185510.34,0,0,1,0,1,0
634,38,2,148430.55,1,1,1,56055.72,0,1,0,0,1,0
587,48,1,0.0,2,1,1,8908.0,0,0,1,0,1,0
635,34,5,98683.47,2,1,0,15733.19,0,0,1,1,0,0
600,32,1,0.0,1,1,1,101986.16,1,0,0,0,1,0
630,26,7,129837.72,2,0,1,197001.15,1,0,0,0,1,0
551,36,5,0.0,1,1,0,183479.12,1,0,0,1,0,0
627,27,0,185267.45,2,1,1,77027.34,0,1,0,0,1,0
515,28,9,0.0,2,0,0,94141.75,1,0,0,1,0,0
571,25,6,82506.72,2,1,0,167705.07,0,1,0,0,1,0
638,48,2,0.0,2,1,1,7919.08,0,0,1,0,1,0
576,41,1,0.0,1,1,1,188274.6,1,0,0,0,1,0
702,30,2,0.0,2,1,1,145537.32,0,0,1,0,1,0
593,43,9,0.0,2,1,1,76357.43,1,0,0,0,1,0
637,22,5,98800.0,1,1,0,122865.55,0,0,1,1,0,0
632,27,4,193125.85,1,1,1,152665.85,1,0,0,0,1,0
425,39,5,0.0,2,1,0,140941.47,0,0,1,1,0,0
616,37,6,0.0,2,1,0,86242.18,1,0,0,1,0,0
601,38,0,0.0,2,1,0,165196.65,1,0,0,1,0,0
730,26,3,0.0,1,1,0,34542.41,0,0,1,0,1,0
779,34,5,0.0,2,0,1,111676.63,0,0,1,1,0,0
740,37,7,0.0,2,1,1,194270.91,1,0,0,1,0,0
584,35,3,146311.58,1,1,1,105443.47,1,0,0,0,1,0
614,19,5,97445.49,2,1,0,122823.34,1,0,0,1,0,0
745,38,5,65095.41,2,1,1,140197.42,0,1,0,0,1,0
520,35,4,115680.81,1,1,1,90280.7,0,0,1,1,0,0
625,39,5,0.0,2,1,0,32615.21,1,0,0,1,0,0
673,36,5,73088.06,2,0,0,196142.26,0,1,0,0,1,0
656,27,3,150905.03,2,1,0,16998.72,0,1,0,1,0,0
558,32,4,108235.91,1,1,1,143783.28,0,1,0,0,1,0
648,42,2,98795.61,2,1,0,89123.99,0,0,1,0,1,0
751,31,8,0.0,2,0,0,17550.49,1,0,0,0,1,0
628,29,3,113146.98,2,0,1,124749.08,0,1,0,0,1,0
633,29,8,104944.1,1,1,1,97684.46,0,1,0,1,0,0
564,31,4,0.0,2,1,0,53520.03,1,0,0,0,1,0
649,31,2,0.0,2,1,0,15200.61,1,0,0,1,0,0
622,30,4,107879.04,1,0,1,196894.62,1,0,0,1,0,0
696,22,9,149777.0,1,1,1,198032.93,1,0,0,0,1,0
630,21,1,85818.18,1,1,1,133102.3,0,0,1,1,0,0
634,37,1,89696.84,2,1,1,193179.88,0,1,0,0,1,0
565,32,9,68067.24,1,1,0,143287.58,0,1,0,1,0,0
471,58,4,114713.57,1,1,1,36315.03,1,0,0,1,0,0
670,33,7,0.0,2,1,1,88187.81,1,0,0,1,0,0
571,32,5,131354.25,1,1,0,125256.53,1,0,0,0,1,0
641,37,7,62974.64,2,0,1,39016.43,0,1,0,1,0,0
625,45,7,137555.44,1,0,0,124607.7,1,0,0,0,1,0
535,38,8,0.0,2,1,0,136620.64,1,0,0,1,0,0
704,42,8,129735.3,2,1,1,179565.57,1,0,0,0,1,0
480,28,6,0.0,2,0,0,48131.92,1,0,0,1,0,0
700,31,7,0.0,2,0,1,145151.96,0,0,1,0,1,0
624,36,6,0.0,2,0,0,84635.64,1,0,0,0,1,0
646,50,6,145295.31,2,1,1,27814.74,0,1,0,0,1,0
706,47,6,120621.89,1,1,1,140803.7,0,1,0,1,0,0
667,36,9,0.0,2,1,1,40062.29,1,0,0,0,1,0
705,30,1,0.0,1,1,1,181300.32,1,0,0,0,1,0
669,26,4,0.0,2,1,1,197594.34,1,0,0,0,1,0
676,32,5,0.0,2,1,1,75465.41,1,0,0,1,0,0
714,28,7,77776.39,1,1,0,177737.07,0,1,0,0,1,0
564,28,1,0.0,1,1,1,162428.05,1,0,0,1,0,0
733,38,9,111347.37,2,0,1,194872.97,0,1,0,0,1,0
540,39,4,127278.31,1,1,1,16150.34,0,1,0,0,1,0
627,23,5,184244.86,1,1,0,103099.22,0,1,0,0,1,0
760,43,8,121911.59,1,1,0,193312.33,1,0,0,0,1,0
498,29,8,127864.26,1,1,1,46677.9,0,0,1,0,1,0
705,33,3,144427.96,2,1,0,113845.19,1,0,0,0,1,0
594,30,10,0.0,2,1,1,124071.71,1,0,0,1,0,0
695,34,9,0.0,2,1,1,67502.12,0,0,1,1,0,0
597,28,2,0.0,3,1,1,78707.97,1,0,0,0,1,0
538,30,8,0.0,2,1,1,41192.95,0,0,1,1,0,0
669,37,4,0.0,1,1,0,132540.33,1,0,0,0,1,0
730,34,5,74197.38,2,1,0,96875.52,1,0,0,1,0,0
622,31,1,89688.94,1,1,1,152305.47,1,0,0,1,0,0
714,33,10,103121.33,2,1,1,49672.01,0,0,1,1,0,0
693,43,4,152341.55,1,1,0,9241.78,1,0,0,1,0,0
704,36,7,120026.98,2,0,1,100601.73,1,0,0,0,1,0
553,43,6,85200.82,2,1,1,160574.09,0,1,0,0,1,0
575,53,1,84903.33,2,0,1,26015.8,0,0,1,0,1,0
626,32,0,0.0,2,0,0,187172.54,1,0,0,1,0,0
683,40,8,0.0,1,1,0,75848.22,0,0,1,0,1,0
679,60,8,0.0,2,1,1,51380.9,1,0,0,0,1,0
528,40,4,0.0,2,1,0,25399.7,0,0,1,0,1,0
801,38,5,0.0,2,1,0,66256.27,1,0,0,0,1,0
850,41,5,0.0,2,1,1,34827.43,1,0,0,1,0,0
764,39,5,81042.42,1,0,1,109805.17,1,0,0,1,0,0
609,40,6,0.0,2,1,1,97416.34,1,0,0,0,1,0
551,32,4,0.0,2,1,0,53420.53,0,0,1,0,1,0
674,45,7,142072.02,1,1,0,37013.29,1,0,0,0,1,0
525,25,6,0.0,2,1,0,89566.64,1,0,0,1,0,0
715,21,6,76467.16,1,1,1,173511.72,1,0,0,0,1,0
707,55,1,0.0,2,0,1,54409.48,1,0,0,1,0,0
831,32,9,80262.66,1,1,0,194867.78,0,1,0,0,1,0
604,35,7,147285.52,1,1,1,57807.05,0,0,1,1,0,0
449,37,6,0.0,2,1,0,82176.48,1,0,0,1,0,0
657,50,9,0.0,2,0,0,37171.46,1,0,0,0,1,0
782,33,2,94493.03,1,0,1,101866.39,1,0,0,1,0,0
568,47,7,0.0,2,1,1,45978.39,1,0,0,1,0,0
680,32,7,175454.0,1,0,1,77349.92,0,1,0,0,1,0
802,41,6,0.0,2,1,0,47322.05,0,0,1,0,1,0
717,76,9,138489.66,1,1,1,68400.14,1,0,0,1,0,0
632,32,6,111589.33,1,1,1,170382.99,1,0,0,0,1,0
744,32,4,96106.83,1,1,1,79812.77,0,1,0,0,1,0
588,46,8,0.0,1,1,0,61931.21,0,0,1,0,1,0
687,35,8,100988.39,2,1,0,22247.27,0,0,1,0,1,0
599,44,10,118577.24,1,1,1,31448.52,1,0,0,0,1,0
555,26,9,0.0,2,0,1,158918.03,0,0,1,1,0,0
576,32,7,0.0,2,1,0,4660.91,1,0,0,0,1,0
774,36,7,103688.19,1,0,1,118971.74,1,0,0,0,1,0
650,43,6,0.0,2,1,1,16301.91,1,0,0,1,0,0
538,33,5,0.0,2,1,0,126962.41,1,0,0,1,0,0
577,46,1,0.0,1,1,1,158750.53,1,0,0,1,0,0
792,30,8,0.0,2,1,0,199644.2,1,0,0,0,1,0
589,29,2,0.0,2,0,1,98320.27,1,0,0,0,1,0
530,25,9,162560.32,1,1,0,64129.03,1,0,0,0,1,0
655,51,3,0.0,2,0,1,15801.02,1,0,0,1,0,0
